epoch,train_loss,val_loss,learning_rate,training_time
0,1.0221101205849876,0.03926022694114303,0.001,40.324490785598755
1,0.10324662828107421,0.12791076038551882,0.001,0.8327176570892334
2,0.06933862377218704,0.050784546493686814,0.001,0.8922924995422363
3,0.057133992566166164,0.02568885000618357,0.001,0.8630092144012451
4,0.054198361396272654,0.050299439531094677,0.001,0.9566895961761475
5,0.04929775457253439,0.03451755846167433,0.001,0.7858138084411621
6,0.04541625899523218,0.030231138156178335,0.001,0.9835939407348633
7,0.04548084038389565,0.024744607705648604,0.001,1.126758098602295
8,0.04444174905082906,0.02087696175427765,0.001,1.5146732330322266
9,0.045225912575249036,0.028941367847825812,0.001,0.9983229637145996
10,0.05031226029929875,0.023361941714830522,0.001,0.8930983543395996
11,0.04369685043031098,0.025959836949749123,0.001,4.545844554901123
12,0.04328439022417916,0.022780313867078617,0.001,0.8473737239837646
13,0.041495368061242245,0.03471394425397457,0.001,0.8096222877502441
14,0.04043845129910213,0.017458104129429067,0.001,0.8010725975036621
15,0.04111323251086512,0.018644342426117552,0.001,0.7516343593597412
16,0.042116339698682725,0.023274102358752994,0.001,0.7955029010772705
17,0.04045975749486638,0.023407159948001983,0.001,0.9247167110443115
18,0.04069827960132799,0.021720296462842483,0.001,1.6017260551452637
19,0.04191232581542275,0.022764783280842135,0.001,1.7447593212127686
20,0.04054168607937727,0.023452727326852812,0.001,0.9310591220855713
21,0.040457024418629264,0.02500028273373512,0.001,0.9289474487304688
22,0.04064720070525216,0.022034270367629973,0.001,1.0916953086853027
23,0.04099131197798645,0.02078868495434282,0.001,1.0481643676757812
24,0.04120188259683126,0.018627976884627504,0.001,0.852531909942627
25,0.04147164508303635,0.01959613632938101,0.001,0.9330508708953857
26,0.04175526894029675,0.02293506795855253,0.001,0.8551630973815918
27,0.04124181783824549,0.019940183297955928,0.001,0.8726224899291992
28,0.04060048783081787,0.02128296200443156,0.001,1.2429616451263428
29,0.042191127204344106,0.01844603870816451,0.001,1.2153563499450684
30,0.039097790615973356,0.017891923153220253,0.001,0.863551139831543
31,0.04145780316449778,0.016391196014087263,0.001,0.9204015731811523
32,0.04000006755647003,0.018061158966481635,0.001,0.8200380802154541
33,0.04074292026312538,0.017472019747780513,0.001,0.7565042972564697
34,0.040439664544785814,0.01863360875512215,0.001,0.8164060115814209
35,0.040590437795967216,0.017634114244010783,0.001,0.7934200763702393
36,0.03802440341583637,0.015082050297210789,0.001,0.9216644763946533
37,0.040280944597046536,0.015138351823574005,0.001,0.844355583190918
38,0.03984283441676862,0.015030159409187747,0.001,0.8766376972198486
39,0.04107233983014249,0.029202846258475617,0.001,1.0606544017791748
40,0.04372992168152914,0.02209635191794774,0.001,1.1311078071594238
41,0.039767603024199606,0.02414584820916314,0.001,0.8807272911071777
42,0.04202708025745906,0.015676178600365413,0.001,0.8820576667785645
43,0.03754046742206598,0.014811481939978095,0.001,0.9205451011657715
44,0.0407670823073367,0.014040823297652643,0.001,4.4333107471466064
45,0.03933671547439714,0.014561284029933752,0.001,0.7999956607818604
46,0.037057314612379225,0.013691482231572292,0.001,0.8513631820678711
47,0.0387798493923266,0.01404197932957821,0.001,0.7868392467498779
48,0.03954919435561097,0.013931297899048827,0.001,1.229499101638794
49,0.03886982261447244,0.013987195280525964,0.001,0.8599376678466797
50,0.03820876254154868,0.014684422667184375,0.001,0.811352014541626
51,0.03899561501419853,0.014457941643397738,0.001,0.7980663776397705
52,0.03352741148301927,0.015649376738927565,0.001,0.7396895885467529
53,0.03574094550240077,0.014071807219322253,0.001,0.7880842685699463
54,0.04112913394466204,0.014980350514312494,0.001,0.796053409576416
55,0.0389670335968181,0.014869743751505347,0.001,0.8020296096801758
56,0.03943193734004655,0.014241503968117611,0.001,0.8040335178375244
57,0.0387266614505797,0.014440830241715646,0.001,0.8749430179595947
58,0.03665138783694619,0.014940490739198977,0.001,0.7452065944671631
59,0.0432783860858254,0.015767165357143138,0.001,0.9976961612701416
60,0.03721767615902869,0.01449433625596492,0.001,0.8456394672393799
61,0.03864234306574005,0.013971245178645389,0.001,1.3176333904266357
62,0.03807395014400628,0.013949559146045641,0.001,0.945955753326416
63,0.036529470570247566,0.014428739123045332,0.001,0.8631980419158936
64,0.041453268191230394,0.01543300309370457,0.001,0.9369337558746338
65,0.037584156527868014,0.014490173606996136,0.001,0.8735411167144775
66,0.03857637635220732,0.01397210440602268,0.001,0.9377098083496094
67,0.040239756453242306,0.013968988058764521,0.001,0.8387494087219238
68,0.03816865267397284,0.013603077099882128,0.001,0.9703381061553955
69,0.03674164806246347,0.01399321405844567,0.001,0.8872342109680176
70,0.03932927437466699,0.014268539850610273,0.001,0.8276331424713135
71,0.03909139665957126,0.01438571502622736,0.001,0.7949392795562744
72,0.037521684337001274,0.014064267433652774,0.001,1.044447422027588
73,0.03896039716506776,0.014305966553724271,0.001,0.8003034591674805
74,0.038277624929087435,0.014165686305769153,0.001,0.9396078586578369
75,0.03749946284263997,0.014054443595126075,0.001,1.1588714122772217
76,0.04040888960548363,0.01451775863451894,0.001,0.909398078918457
77,0.03764398688305058,0.013837889621818032,0.001,1.4923691749572754
78,0.03687454850250975,0.014045194503941974,0.001,1.0890250205993652
79,0.03864363246241545,0.014388873329818136,0.001,4.4929609298706055
80,0.03760477883537257,0.014255281105717344,0.001,0.8374674320220947
81,0.037985225468048,0.013804136852457499,0.001,0.9285440444946289
82,0.037438109115259854,0.013445165837119346,0.001,1.1544902324676514
83,0.040669568857773716,0.013865420631040605,0.001,1.0908079147338867
84,0.038865442513464445,0.013650658584286667,0.001,0.8906853199005127
85,0.038168468780527834,0.013836176842385637,0.001,1.130000114440918
86,0.03623801138594859,0.013872623088878674,0.001,1.0262203216552734
87,0.03648688996638302,0.014272408384640924,0.001,1.2638168334960938
88,0.0375118576012005,0.014241550283947942,0.001,0.9757087230682373
89,0.036602225688248835,0.013838360722277367,0.001,1.0110459327697754
90,0.036889240415697085,0.014334467180750592,0.001,0.9150354862213135
91,0.037557065072804215,0.014582120618564537,0.001,0.7972030639648438
92,0.03801883474337676,0.014479392150667092,0.001,0.7710621356964111
93,0.03707852047777435,0.013980204091882753,0.001,0.7794079780578613
94,0.03848131386160229,0.014802136415888945,0.001,0.8879027366638184
95,0.03343307821956322,0.030346449733955807,0.001,0.9162137508392334
96,0.042195787881093905,0.029690513096850592,0.001,0.8754961490631104
97,0.041620434713213354,0.029331553146256958,0.001,0.8212759494781494
98,0.041625719604483316,0.029183073658509254,0.001,0.7809867858886719
99,0.04162105830977981,0.02818588580207177,0.001,0.8201584815979004
100,0.04103925739649048,0.025285825793689612,0.001,0.7805209159851074
101,0.03937637519642408,0.019384875581194606,0.001,0.7723371982574463
102,0.03899602982656349,0.0168969286277786,0.001,0.810305118560791
103,0.03892133682794925,0.0156599185242353,0.001,0.772087812423706
104,0.034815265729912136,0.03131136442741157,0.001,0.8275249004364014
105,0.04239424927548882,0.02993713744028263,0.001,0.7731297016143799
106,0.04204977711405702,0.02996919328098353,0.001,0.7929139137268066
107,0.04127945827586745,0.029767174292977528,0.001,0.7717742919921875
108,0.04224637334947609,0.029761817641307434,0.001,0.8324441909790039
109,0.041970886649606486,0.029490061472062384,0.001,0.8149423599243164
110,0.04182065272959443,0.02936964254879628,0.001,0.7476427555084229
111,0.04180386958284833,0.029528387284731797,0.001,0.7684426307678223
112,0.04216778110352366,0.02923978400417602,0.001,0.7594664096832275
113,0.04160906066349179,0.029260715615266275,0.001,0.7674586772918701
114,0.041315241529353786,0.029316874538078887,0.001,0.7848386764526367
115,0.04178520492474509,0.029340313398012748,0.001,0.7386548519134521
116,0.041452100407871006,0.029368971619455345,0.001,4.350973844528198
117,0.04130671165425273,0.029260001059244443,0.001,0.7665975093841553
